Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_facemask,Masque facial,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du mode selon lequel le patient a reçu un supplément d'oxygène le jour de l'évaluation. Un masque à oxygène simple est un dispositif placé sur le nez, la bouche ou la trachéotomie d'un patient afin d'administrer de l'oxygène dans les voies respiratoires.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire à tout moment pendant l'hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_facemask_ongoing,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la ventilation non invasive continue.,Indiquez « Oui » si le patient est toujours sous oxygène d'appoint par masque facial.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_facemask_dur,Nombre de jours civils pendant lesquels le patient a reçu un supplément d'oxygène par masque facial,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu une ventilation non invasive.,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu de l'oxygène d'appoint par masque facial pendant son admission (y compris à tout moment pendant l'admission).
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_hfno,Oxygène nasal à haut débit,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du mode d'administration de l'oxygène d'appoint au patient le jour de l'évaluation. L'oxygénothérapie nasale à haut débit est une assistance respiratoire non invasive qui administre de l'air réchauffé, humidifié et enrichi en oxygène aux patients par le biais d'une canule nasale à haut débit, à des débits supérieurs à ceux généralement fournis par les appareils à débit standard.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène d'appoint au patient à tout moment pendant son hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_hfno_ongoing,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la ventilation non invasive continue.,Indiquez « Oui » si le patient est toujours sous oxygène nasal à haut débit.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_hfno_dur,Nombre de jours civils pendant lesquels le patient a reçu de l'oxygène nasal à haut débit,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu de l'oxygène nasal à haut débit.,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu de l'oxygène à haut débit par voie nasale pendant son admission (y compris à tout moment pendant l'admission).
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nivent,Ventilation non invasive,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du mode d'administration de l'oxygène d'appoint au patient le jour de l'évaluation. La ventilation non invasive désigne l'administration d'une assistance respiratoire par les voies aériennes supérieures du patient à l'aide d'un masque ou d'un dispositif similaire, sans intubation trachéale. Il s'agit par exemple de la ventilation en pression positive continue (CPAP) et de la ventilation en pression positive continue biphasique (BiPAP). ",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire à tout moment pendant l'hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nivent_type,Type d'assistance respiratoire non invasive,"1, CPAP | 2, BIPAP | 99, Inconnu | 88, Autre","L'assistance respiratoire non invasive ou ventilation non invasive (VNI) désigne l'administration d'une assistance ventilatoire par les voies aériennes supérieures du patient à l'aide d'un masque ou d'un dispositif similaire. Elle comprend la canule nasale à haut débit, la ventilation en pression positive continue (CPAP) et la ventilation en pression positive à deux niveaux (BPAP).",Sélectionnez l'option la plus appropriée correspondant au type de VNI utilisé à tout moment pendant l'hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nivent_typ_oth,Précisez tout autre type de ventilation non invasive,,"L'assistance respiratoire non invasive ou ventilation non invasive (VNI) désigne l'administration d'une assistance ventilatoire par les voies aériennes supérieures du patient à l'aide d'un masque ou d'un dispositif similaire. Elle comprend la canule nasale à haut débit, la ventilation en pression positive continue (CPAP) et la ventilation en pression positive à deux niveaux (BPAP).","Si « Autre », précisez le type de ventilation non invasive."
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nivent_ongoing,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une ventilation non invasive continue.,Indiquez « Oui » si le patient est toujours sous ventilation non invasive.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nivent_dur,Nombre de jours civils pendant lesquels le patient a reçu une ventilation non invasive,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu une ventilation non invasive.,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu une ventilation non invasive pendant son admission (y compris à tout moment pendant l'admission).
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_invent,Ventilation invasive,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du mode selon lequel le patient a reçu un supplément d'oxygène le jour de l'évaluation. La ventilation invasive indique que le patient a subi une intubation trachéale à des fins de ventilation mécanique invasive. La ventilation mécanique invasive (VMI) est une méthode qui consiste à assister ou à remplacer la respiration spontanée des patients à l'aide d'un appareil motorisé qui insuffle de l'air oxygéné dans les poumons. Le mode d'intubation peut être orotrachéal, nasotrachéal, ou par cricothyrotomie ou trachéotomie.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient à tout moment pendant l'hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_invent_ongoing,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la ventilation invasive continue.,Indiquez « Oui » si le patient est toujours sous ventilation invasive.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_paco2,PaCO2 cible (mmHg),,,
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_hypervent,Hyperventilation utilisée pour le contrôle de la PIC,"1, oui | 0, Non | 99, Inconnu",,
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_invent_dur,Nombre de jours civils pendant lesquels le patient a reçu une ventilation invasive,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu une ventilation invasive.,Indiquez le nombre total de jours civils pendant lesquels le patient a été sous ventilation invasive pendant son admission (y compris à tout moment pendant l'admission).
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ecmo,ECLS / ECMO,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du mode selon lequel le patient a reçu un supplément d'oxygène le jour de l'évaluation. L'oxygénation par membrane extracorporelle (ECMO), également appelée assistance circulatoire extracorporelle (ECLS), désigne l'utilisation d'un système de maintien des fonctions vitales qui fait circuler le sang à travers un système d'oxygénation, qui peut comprendre une pompe, un oxygénateur à membrane et un échangeur de chaleur.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient à tout moment pendant l'hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ecmo_typ,Type d'ECLS / ECMO,"1, Veino-veineuse (VV) | 2, Veino-artérielle (VA) | 99, Inconnu","Les deux principaux types d'oxygénation par membrane extracorporelle (ECMO), également appelée assistance circulatoire extracorporelle (ECLS), sont la veino-veineuse (veine-veineuse), qui est utilisée pour soutenir les poumons, et la veino-artérielle (veine-artérielle), qui est utilisée pour soutenir les poumons et le cœur.",Sélectionnez l'option la plus appropriée correspondant au type d'ECLS/ECMO utilisé à tout moment pendant l'hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ecmo_ongoing,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de l'ECMO/ECLS en cours.,Indiquez « Oui » si le patient est toujours sous ECMO/ECLS.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ecmo_dur,Nombre de jours civils pendant lesquels le patient a reçu une ECLS / ECMO,,"Il s'agit du nombre de jours civils pendant lesquels le patient a reçu une oxygénation par membrane extracorporelle (ECMO), également appelée assistance circulatoire extracorporelle (ECLS).",Indiquez le nombre total de jours civils pendant lesquels le patient a reçu une ECLS/ECMO pendant son admission (y compris à tout moment pendant l'admission).
